Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Engineer,-1,"ExxonMobil Business Support Center Argentina S.R.L; empresa afiliada a Exxon Mobil Corporation (*)
Job Summary
The Data Engineer interacts with ExxonMobil’s teams to troubleshoot data flows, data errors, and add data requests to them.

The Data Engineer will need to maintain packages and pipelines which transfer data between field servers, staging database and corporate repositories
Responsibilities
* Work with field teams to troubleshoot data flows, data errors, and add data requests to these data flows.

* Troubleshoot ETL data flow issues within the corporate network and 3rd party data coming into production systems.

* Maintain SSIS packages which transfer data between field servers, staging database and corporate ETL databases.

* Provide data platforms support (On-premises databases, Data warehouse, Data Lake).

* All these exciting activities and many more are supported by our Agile teams with expertise in different technologies

















(*) Afiliada ExxonMobil significa Exxon Mobil Corporation y/o toda persona, individuo, sociedad de persona, sociedad con responsabilidad limitada, sociedad anónima, fideicomiso, sucesión, asociación no constituida, representante, joint venture u otra entidad, directa o indirectamente controlante, controlada por Exxon Mobil Corporation o bajo control común con Exxon Mobil Corporation. Para los fines de esta definición el término ""control"" (incluyendo los términos ""controlante"" y ""bajo control común con"") significa posesión, directa o indirecta del poder para dirigir o disponer la dirección del manejo y políticas ya sea a través de la titularidad de títulos, acciones, cuotas o cualquier otro documento con derecho a voto, o por contrato o de otro modo, respecto de cualquier persona, individuo, sociedad de personas, sociedad con responsabilidad limitada, sociedad anónima, fideicomiso, sucesión, asociación no constituida, representante, joint venture u otra entidad.""",3.4,"ExxonMobil
3.4",Buenos Aires,-1,10000+ Employees,1870,Company - Public,Energy,"Oil, Gas, Energy & Utilities",$10+ billion (USD),-1
Data Engineer,-1,"ExxonMobil Business Support Center Argentina S.R.L; empresa afiliada a Exxon Mobil Corporation (*)
Job Summary
The Data Engineer interacts with ExxonMobil’s teams to troubleshoot data flows, data errors, and add data requests to them.

The Data Engineer will need to maintain packages and pipelines which transfer data between field servers, staging database and corporate repositories
Responsibilities
* Work with field teams to troubleshoot data flows, data errors, and add data requests to these data flows.

* Troubleshoot ETL data flow issues within the corporate network and 3rd party data coming into production systems.

* Maintain SSIS packages which transfer data between field servers, staging database and corporate ETL databases.

* Provide data platforms support (On-premises databases, Data warehouse, Data Lake).

* All these exciting activities and many more are supported by our Agile teams with expertise in different technologies

















(*) Afiliada ExxonMobil significa Exxon Mobil Corporation y/o toda persona, individuo, sociedad de persona, sociedad con responsabilidad limitada, sociedad anónima, fideicomiso, sucesión, asociación no constituida, representante, joint venture u otra entidad, directa o indirectamente controlante, controlada por Exxon Mobil Corporation o bajo control común con Exxon Mobil Corporation. Para los fines de esta definición el término ""control"" (incluyendo los términos ""controlante"" y ""bajo control común con"") significa posesión, directa o indirecta del poder para dirigir o disponer la dirección del manejo y políticas ya sea a través de la titularidad de títulos, acciones, cuotas o cualquier otro documento con derecho a voto, o por contrato o de otro modo, respecto de cualquier persona, individuo, sociedad de personas, sociedad con responsabilidad limitada, sociedad anónima, fideicomiso, sucesión, asociación no constituida, representante, joint venture u otra entidad.""",4.2,"ExxonMobil
3.4",Buenos Aires,-1,10000+ Employees,2003,Company - Public,IT Services,Information Technology,$100 to $500 million (USD),-1
Data Engineer,-1,"At Jampp, we solve the most complex and large-scale technological challenges on mobile advertising today. We process over 1,000,000 ad requests per second, which amounts to over 150TB of data per day, across three global data centers. We rely on real-time machine learning models (with billions of features) that give us predictions in less than 100ms. If you are excited about building real-time data pipelines capable of handling billion events daily and helping scale our machine learning infrastructure, Jampp might be the right place for you!

As a Senior Data Engineer you will design, build and operate large scale data infrastructure systems across all environments to store, aggregate and process large amounts of data, creating our next-generation data infrastructure with Kafka and AWS Kinesis.

If you have strong developing skills in Python, Go or Scala and you feel challenged to work in a fast paced environment, you might be the new Jampper we are looking for!





Jampp is the programmatic platform of choice for the fastest growing on-demand companies worldwide.

In 2013, we noticed the chaos surrounding mobile performance advertising and wanted to change it, somehow. We built a suite of growth products that unlock programmatic advertising for some of the biggest names in mobile (like Uber, Rappi, iFood, & Postmates to name a few).

We're a team of builders - engineers, data architects, designers, and entrepreneurs - who love what we do.

We serve a global customer base from our offices in San Francisco, Berlin, São Paulo, Singapore, and Buenos Aires.",3.9,"Jampp
3.9",Buenos Aires,-1,51 to 200 Employees,2013,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Data Engineer,-1,"#Somos﻿Ualá, una fintech que nació de la convicción de trabajar por la inclusión financiera con un producto digital basado en las últimas tecnologías. Queremos que más gente tenga acceso al sistema financiero, que puedan realizar sus transacciones personales de manera más fácil, transparente, cuándo quieran y dónde quieran!

Queremos sumar a nuestro equipo un/a Data Engineer para el equipo de Data & Business Intelligence. Su objetivo será construir, mejorar y mantener la plataforma de datos que se encarga de procesar y disponibilizar toda la data (a nivel infraestructura y código) para la extracción, transformación y carga de datos de los distintos orígenes a nuestra plataforma de datos.



Requirements:",4.6,"Ualá
4.6",Vicente López,-1,201 to 500 Employees,2017,Company - Private,Banks & Credit Unions,Finance,Less than $1 million (USD),-1
Data Engineer,-1,"Operamos un equipo multifuncional que se especializa cuando es necesario, pero tiene como objetivo que todos puedan contribuir.
Contribuir a la base del código de producción y proporcionar mantenimiento y soporte continuos
Promover las buenas prácticas de equipo, como las pruebas unitarias y la automatización de compilación / prueba, asesorando y realizando revisiones de código
Manténgase al tanto de las tendencias nuevas e innovadoras en el desarrollo de software y el espacio de productos de software de datos y web
Participe en el descubrimiento técnico mientras colabora con gerentes de producto, scrum masters, gerentes de proyecto, ingenieros, evaluadores y diseñadores a lo largo del ciclo de vida del producto

Brindamos soluciones tecnológicas innovadoras y servicios profesionales, orientados a resolver las necesidades de infraestructura y procesos de negocios a distintos segmentos de mercado. Formamos parte del grupo BGH.

Requisitos

Licenciatura en ciencias de la computación o campo equivalente
Experiencia previa en entornos ágiles / scrum
Más de 5 años de experiencia profesional relevante en un puesto similar
Aptitud para aprender cosas nuevas y sentido de urgencia para hacer las cosas.
elige estabilidad / confiabilidad / capacidad de mantenimiento en lugar de nuevos objetos brillantes
idealmente, construye cosas fuera del trabajo por diversión
Experiencia significativa en el mundo real desarrollando productos reales a gran escala
Experiencia práctica previa con parte o toda nuestra tecnología stack:

Python
Spark, Jive
AWS Cloud (EMR, Lambda, EC2, Docker, S3, API Gateway, DynamoDB)
DataStudio y BigQuery
Microsoft SQL Server

Beneficios",3.3,"BGH Tech Partner
3.3",Argentina,-1,201 to 500 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Engineer,-1,"Descripción del puesto:
Proyecto: Deseamos incorporar una persona experta en diseño y desarrollo de aplicaciones basadas en ecosistemas distribuidos (Hadoop, Spark, y tecnologías complementarias) para uno de nuestros clientes, gran empresa del sector bancario.
Participará en el diseño y desarrollo de aplicaciones en sistemas distribuidos orientados al Big Data como lo son Spark, y el resto de las herramientas de alta popularidad en torno a Hadoop y Cloudera. Se definirán buenas prácticas de diseño y programación de estos sistemas, mayormente basados en Java, Scala, y PySpark.

Empresa de transformación y modernización financiera, fomentando la generación de valor agregado desde el inicio del proyecto del cliente, presentando soluciones de vanguardia de alto impacto al desempeño organizacional, con resultados acordes a las necesidades del cliente.

Requisitos

Experiencia y conocimientos
Sólida experiencia y conocimiento del procesamiento de datos, modelado de datos, algoritmos y arquitectura de datos. Desarrollo de aplicación software en ecosistema BigData en Java y/o Scala.
Conocimiento acerca de sistemas de ingestión y manipulación de datos en batch y streaming mediante la utilización de Apache Flink, Apache Kafka y/o Spark Streaming.
Flask, Django, Pandas, Numpy, SQLAlchemy, Django-rest-framework, JWT... Experiencia en plataformas Cloud e híbridas.
Experiencia en implementaciones con el stack Big Data y ecosistemas de tiempo real: Spark, Hadoop, Sqoop, Pig, Hive, Hbase, Flume, Kafka, Storm, HDFS, Impala.
Experiencia en la construcción de bases de datos, procesos de carga de datos (ETL, ELT, Ingesta) para proyectos de big data.
Formación en Ingeniería o Ingeniería técnica en Informática, Licenciatura en Física o Matemáticas.

Beneficios

100% Remoto",-1,Lancefleet,Argentina,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Engineer,-1,"Desde Talent Pro estamos buscando un analista BI, con experiencia en modelado de datos en Power BI, tabulares y reportes. El rol deberá llevar adelante tareas de modelado de tabulares, reportes e interactuar con usuarios finales para interpretar los requerimientos.
El equipo de trabajo está conformado por AF de negocio, desarrolladores de reportes, y un líder de proyecto.
El proyecto consiste en llevar adelante la construcción de modelos tabulares para alimentar a los reportes existentes que hoy van directo a la base de datos.

Nuestro cliente ofrece una amplia cartera de tecnologías de gestión de datos y tiene experiencia en soluciones de información empresarial. Big Data e inteligencia empresarial e integración empresarial. IBM Business Partner: Tecnologías y soluciones de integración y gestión de la información

Buscamos entender el mundo a través de los datos, conocer a las personas, diseñar experiencias para que la vida sea mejor y trabajemos con mayor seguridad y eficiencia.

Su misión es ayudar a las organizaciones a conocerse mejor a partir de centrarse en sus datos, porque cada dato será analizado a perpetuidad por los algoritmos.

Requisitos

Amplia experiencia en modelado de tabulares.
Conocimiento en Analysis Services 2016/2019.
Conocimiento y experiencia en construcción de reportes.
Experiencia en relevamientos de requisitos o interfaces a realizar.

Beneficios

Salario Competitivo para la Industria
Home Office
Prepaga OSDE
Programa de Beneficios y Descuentos
Clases de Idioma
Excelente clima laboral y posibilidad de trabajar con empresas grandes.",-1,TalentPro Human Resources,Argentina,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Sr. Data Engineer,-1,"Somos la compañía líder de delivery en América Latina. Nuestra plataforma conecta a más de 77.000 restaurantes, supermercados, farmacias y tiendas de la región con millones de usuarios. Actualmente operamos en más de 400 ciudades ubicadas en Argentina, Bolivia, Chile, Paraguay, República Dominicana, Venezuela, Panamá y Uruguay. Contamos con un equipo de trabajo de más de 3200 personas. Nuestra app está disponible para sistemas operativos iOS y Android ¡y ya cuenta con más de 20 millones de descargas!
Para seguir creciendo buscamos personas talentosas que se sumen, generen impacto en el negocio y sigan haciéndolo crecer. ¡Súmate a nuestro equipo!
Tenemos una oportunidad para vos: Estamos buscando Sr Data Engineer para nuestro equipo de tecnología.
Qué desafíos te esperan:",4.3,"PedidosYa
4.3",Buenos Aires,-1,1001 to 5000 Employees,2009,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Data Engineer,-1,"A Data Engineer at MightyHive, with a thorough understanding of cloud technologies, will help to deploy Big Data solutions, build and manage data pipelines, ETL processes, and cloud data migrations in a production, secure and scalable manner. The data engineer should be a data specialist with strong experience in the deployment and automation of data pipelines, data development, data cleansing, data warehousing, monitoring data processing systems, and dealing with large and various sets of structured and unstructured data. The data engineer will have experience ingesting real-time data from various data sources and designing new data platforms.

Responsibilities
Design and build data pipelines using a cloud platform.
Manage and provision the cloud solution infrastructure.",4.2,"MightyHive
4.2",Buenos Aires,-1,501 to 1000 Employees,2012,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
Data Engineer,-1,"Fecha de publicación
14/01/2021
Lugar de trabajo
Buenos Aires, Arg
Empresa
StaffRH
Permite trabajar remoto
No
Seniority requerido
Senior
Email de contacto
jobs@staffrh.com",-1,StaffRH,Buenos Aires,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
Solution Engineer – Data Architect,-1,"Solution Engineer – Data Architect
Job Description
Job Summary

The IT Digital Sales team is responsible for developing the sales technology roadmap which will enable Kimberly Clark’s commercial transformation. Is the delivery engine for all sales capabilities within the sales portfolio, and accountable for the availability and reliability of all apps running in the sales landscape. As part of this team, the Solution Engineer (Data Architect) is responsible for integrating business, information, and technology architecture to create solutions primarily for Sales Capability areas and in some cases, cross capability areas. The Solution Engineer (Data Architect) is a leader in developing innovative, technical solutions to important, highly complex strategic systems, responsible for solving operating problems and has a strong knowledge in business and technical functions that are touch points with their area of expertise.

Argentina-Buenos Aires
Brazil -Sao Paulo
Employee
Regular
Full time",4.1,"Kimberly-Clark
4.1",Buenos Aires,-1,10000+ Employees,1872,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
Data Engineer,-1,"Aplicar
Enviar empleo por Email
Guardar empleo
Empresa multinacional de inovacion tecnologica
Plan de carrera
Sobre nuestro cliente
Experian es una empresa multinacional que ofrece una amplia variedad de productos y herramientas que posibilitan a las empresas tomar decisiones rápidas, acertadas y centradas en el cliente.",3.6,"Page Personnel
3.6",Buenos Aires,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
Data Engineer,-1,"Fecha de publicación
20/12/2019
Lugar de trabajo
Palermo, Caba
Empresa
Consultora Cenit
Permite trabajar remoto
No
Seniority requerido
Junior
Email de contacto
rrhh@consultoracenit.com.ar",-1,Consultora Cenit,Buenos Aires,-1,Unknown,-1,Company - Public,-1,-1,Less than $1 million (USD),-1
"Data Engineer, Financial Services",-1,"About the vacancy
DataArt is a global software engineering firm. With over 20 years of experience, teams of highly-trained engineers around the world, deep industry sector knowledge, and ongoing technology research, we help clients create custom software that improves their operations and opens new markets.
DataArt is assembling a team for a client that is building a new Digital Factory setup for a bank from scratch. Our client is a financial service group for one of the biggest conglomerates in the Caribbean. The project is currently in the MVP phase.
Required Skills and Experience",4.9,"DataArt
4.9",Buenos Aires,-1,1001 to 5000 Employees,1997,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1
Data Visualization Engineer,-1,"MURAL is on a mission to inspire and connect imagination workers globally.
MURAL is a digital workspace for visual collaboration that connects over 50 percent of the Fortune 100. Teams at global enterprises including IBM, USAA, E-Trade, Intuit, SAP, Atlassian, Autodesk, and GitHub embrace visual collaboration to run more productive meetings and workshops. This leads to a more creative, engaging, and fun way of working together, all in a welcoming, simple-to-use online space.
Headquartered in San Francisco, California, MURAL employs over 300 people around the world. In 2020, MURAL raised $118M in a series B round of financing and are working hard to take MURAL to the next level.",4.8,"MURAL
4.8",Buenos Aires,-1,201 to 500 Employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Data Engineer,-1,"The selected candidate
Leads the delivery of processes to extract, transform and load data from disparate sources into a form that is consumable by analytics processes, for projects with moderate complexity, using strong technical capabilities
Designs, develops and produces data models of relatively high complexity, leveraging a sound understanding of data modelling standards to ensure high quality
Builds networks with other departments across the business to help define and deliver business value, and may interface and communicate with program teams, management and stakeholders as required to deliver small to medium-sized projects
Applies advanced big data concepts to ingest, process and transform data and store data in variety storage technologies
Your key responsibilities include
Empresa dedicada a la provisión de soluciones
de IT, especializada en proyectos informáticos
de almacenamiento de datos, virtualización,
consolidación de aplicaciones y optimización
de entornos WAN.

Requisitos



Education

What we look for

Beneficios

100% Remote position
Health Insurance.
Training programs and certifications
Annual Bonus based on performance.
English in Company",3.4,"Agnostic
3.4",Argentina,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
"JR Engineer, Data Analysis",-1,"Position Description:
Worldwide Sales Operations team is seeking for a Data analyst with a strong knowledge of relational databases and SQL scripting
Main Responsabilities:
*Conducting independently data analysis,
*Produce queries and analytical models
*Development of ETL processes
* Create reports to support Several Business Teams.
*Creation, and maintenance of the business’s data sources,
• Strong communication skills as candidate will work across teams and functions
*Management of the various data assets to ensure data integrity and adhering to information management governance.
Additional Responsibilities:
• Provide on-going assistance/guidance to operational execution team in design/execution of reporting needs and resolution of integrity issues
• Perform project management including project plan development, project tracking, resource management, status reporting, and issues/risks management
• Create project requests to enhance current systems to meet new business requirements








Lenovo",3.8,"Lenovo
3.8",Buenos Aires,-1,10000+ Employees,1984,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
"Jr Technical Solutions Engineer, Data",-1,"At Digodat we are young, restless and eager to grow, we are just 5 years old and we are already leading the world of Data in Latin America. We have come here being honest, innovative, aiming to be better every day at what we do and above all being the key drivers of the transformation of companies towards a culture of decision-making based on data. We provide teams and specialized solutions in big data and digital analytics, under a comprehensive approach that combines consulting with development to achieve results.
We have recently merged with MightyHive, and we are excited to meet the growing demand for data and analytics expertise worldwide.
Together with MightyHive, we merge our teams and are ready to solve digital marketing challenges for the biggest brands and to be an unmatched partner for modern data-driven marketing specialists.",4.2,"MightyHive
4.2",Buenos Aires,-1,501 to 1000 Employees,2012,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1
Data Engineer,-1,"Busqueda: Data Engineer
LATAM5411 - Reclutamiento Especializado
Por intermedio de LATAM5411, importante empresa de marketing y publicidad digital ubicada en la zona de Palermo, se encuentra en la búsqueda de Data Engineers.
Responsabilidades:
Análisis de las diferentes fuentes de datos, su estructura y definición
Creación y mantenimiento de data pipelines (batch y streaming)
Implementación y mantenimiento de data warehouse y data lake",4.4,"MightyHive
4.2",Argentina,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data Engineer,-1,"If you are going after new challenges, Simplex is the perfect choice for you!
Only for candidates currently living in Argentina
We are looking for a Data Engineer to be part of the team of an American Company, where the big data space is growing rapidly, beyond the data pipeline, you will also be instrumental in bringing the data-driven products and features to life and helping build the future of the company.
You will also have the opportunity to work with the product teams, building models and APIs to drive new features delivers analysis to further improve engagement in existing features, and empowers our business with real-time insights to drive growth in market share, engagement, and revenue. We see 1 trillion events per year and process 10TB of data daily.",3.5,"Simplex Software
3.5",Buenos Aires,-1,Unknown,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
