Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Engineer,-1,"About Chiper

Chiper is a technology startup present in Colombia and Mexico. The platform offers mass consumption products at direct prices from manufacturers to independent businesses such as neighborhood stores, liquor stores, mini markets, etc. Our purpose is to create bridges between middle and low income people who are looking for better alternatives to buy their essential goods, their needs and opportunities of traditional and obsolete models with technology, always thinking about that end user and their alternatives. Our inspiration is the final buyer that is supplied in these independent businesses.

Chiper was born as a project in 2018 and in 2019 was launched as a company. We have had an accelerated growth and we seek to add to our team entrepreneurs who dream of eating the world, who enjoy an environment of uncertainty and co-creation. We want people who first and foremost want to be the best at what they do and also help their peers to be the best.

Be part of a team where you will be:

A Data Engineer to join our growing team of analytics experts. The hire will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross functional teams. The ideal candidate is an experienced data pipeline builder and data wrangler who enjoys optimizing data systems and building them from the ground up. The Data Engineer will support our software developers, database architects, data analysts and data scientists on data initiatives and will ensure optimal data delivery architecture is consistent throughout ongoing projects. They must be self-directed and comfortable supporting the data needs of multiple teams, systems and products. The right candidate will be excited by the prospect of optimizing or even re-designing our company’s data architecture to support our next generation of products and data initiatives.

Your principal responsibilities will be:
We are looking the next skills:
What you’ll find when working at Chiper:

An environment rewarding on the we work hard with energy and passion for what we do. We try always seeing the positive side in every situation, we try to be stay humble and get work done no matter our position and level in the company. If you believe you match these values ¡we look forward to meeting you!

For additional information on Chiper please visit:
Website: www.chiper.co

LinkedIn: www.linkedin.com/company/11711361/admin/

Instagram: @chiper.dreamteam",3.0,"Experian
4.1",Bogotá,-1,51 to 200 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
DevOps Engineer 2,-1,"Position Overview:

LiveVox is a high growth, leading provider of enterprise cloud contact and customer engagement center solutions, managing 14+ billion interactions annually. We have recently positioned our product line as the best solution for a $25 Billion market, where customers demand a cloud-based, omni-channel customer care platform with fully integrated Data Analytics and easy integration with any CRM or System of Record. To learn more, visit LiveVox.com

As a DevOps Engineer, you will be working alongside the DevOps team. Functions include the handling of all deployments, capacity planning, and all other functions that bridge the gap between Operations and Engineering. Identifying ways of improving processes, reduction of the deployment life cycle and process automation ideas play a large part in this role. There is also an internal element to the role involving the evangelization of application development teams and driving improvement in the way we service our platform through automation and repeatability.

To enable the successful interaction with developers around their applications and environments, you will have or rapidly be able to develop a full understanding of our full product portfolio and be able to enable best practices, which will be shared across the team. Secondary functions will be to provide training on your specs and configuration management best practices to other support engineers.

Candidates must work well within a team environment and have strong documentation skills. A strong work ethic and ability to provide on-call 24x7x365 support is expected, though this is not a first-line support position.



We like to have fun, but at the same time, we are serious about providing cutting edge cloud contact center technology. We have strong and growing customer base, increasing revenue, and we’ve also won a number of awards.

We:
LiveVox is proud to be an equal opportunity workplace and an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know. We're always looking to bring smart, talented people with diverse backgrounds, interests, and experiences to join our team",4.0,"LiveVox
4.0",Medellín,-1,501 to 1000 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
Principal Data Engineer,-1,"Company Description

We are looking for a Data expert to help us realize high-end technology solutions for our luxury clients, using data to track the ever-changing attitudes to invent new ways to engage them and feel more personalized

Based in Costa Rica and Colombia and as part of Publicis Groupe, Prodigious Latin America provides digital production and development services, ranging from creative engineering to complex business digital solutions. Our business is designed to provide our clients with a reliable, high quality and cost-effective execution platform

Job Description
Develop modern data architectural approaches to meet key client business objectives and provide end to end data solutions
All your information will be kept confidential.",3.6,"Prodigious
3.6",Bogotá,-1,201 to 500 Employees,2011,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,-1
Data Engineer,-1,"What You'll Need
Bachelor's degree in Computer Science, Engineering, Mathematics or Statistics
Solid foundations in Software Engineering, Agile e Cloud computing, alongside passion for finding meaning in disparate data sets.
Development background with experience in at least two scripting, object oriented or functional programming language: SQL, Python, Java, Scala, C#, R, Linux shell, etc.
Working experience with relational databases such as PostgreSQL MSSQL, Oracle, MySQL
Experience with data pipelines and ETL.",3.9,"Frubana
3.9",Bogotá,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1
Data and Analytics Engineer,$75K - $133K (Glassdoor est.),"As a key player of the Global Digital and Analytics Team, the Data and Analytics Engineer will help continue building out and maintaining ChemTreats enterprise digital platform. This role combines a blend of data engineering with an aptitude for platform/system architecture & advanced analytics / business intelligence, to ensure our portfolio of digital products evolve at the speed of our internal and external consumers.

You are obsessed with how to convert operational, ERP, and IoT data into information and knowledge that supports and enhances decision making processes. You are results oriented and play well with others. You have expertise on converting multi-mode raw data streams into solutions that drive business insight through advance analytics and BI applications. You take data integrity personally. You embody integrity, energy, the ability to energize others, the edge to make decisions, and the ability and resilience to consistently deliver results.

The Data and Analytics Engineer is responsible for the development of reporting and analytics solutions for the company that reflect business needs and requirements, identifying and understanding appropriate data sources, developing data warehouse schemas (relational and non-relational), and security mechanisms.

Focus is on cloud based digital platforms that use data from multiple internal and external sources (e.g. ERPs, business applications, APIs, IoT, etc.) as raw material for a continuously evolving portfolio of digital products (e.g. API store, customer portal, BI, Analytics, etc.).
Ability to capture relevant information from conversations with stakeholders and/or identify gaps independently; and ability to break down complex business cases into discrete steps and/or the concrete tasks necessary to solve problems.






Danaher Corporation and all Danaher Companies are equal opportunity employers that evaluate qualified applicants without regard to race, color, national origin, religion, sex, age, marital status, disability, veteran status, sexual orientation, gender identity, or other characteristics protected by law. The EEO is the Law poster is available here.",3.6,"Frubana
3.9","Glen Allen, VA",-1,501 to 1000 Employees,2000,Subsidiary or Business Segment,Chemical Manufacturing,Manufacturing,$100 to $500 million (USD),-1
Data and Analytics Engineer,-1,"J.S. Held is seeking an experienced data security engineer to support the various data protection initiatives within the organization. The data security engineer will support data privacy and security programs and processes, and recommend tools and capabilities based on research, knowledge, and experience.

The ideal candidate will have experience in a team environment, demonstrated experience in data security engineering within cloud environments and other equivalent experience in enterprise level cybersecurity services and platforms. Experience in engineering data security programs and solutions is required.

The data security engineer will contribute, as part of a team, to data privacy and security activities and also support security and IT operations utilizing various security tools and platforms following established processes and procedures. The data security engineer will perform evaluations of products and vendors and implement solutions to support business and IT operations as it relates to data privacy and security.

Required Experience and Skills
Job Responsibilities
Education and Overall Experience
Certifications (preferred but not required)
Work Location & Type
#LI-PF1",4.1,"ChemTreat
3.6","Glen Allen, VA",-1,501 to 1000 Employees,1974,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Mid Data Engineer,-1,"We're a global IT consulting company helping our clients operate at their best, constantly developing new and exciting solutions to fulfill our clients’ needs.

At TEAM we might not always have the right opening for you available. But we are always interested in meeting great new talent and getting them onboard ASAP. This is why we have created our Talent Pool system through which we will preapprove high potential candidates so that when the time is right, we can expedite our hiring process.

We believe that a great workplace connects talented people and challenging tasks. And that's our underlying principle. If you want to work at one of the best global companies and be surrounded by people who support, you and push for innovation — come work with us

Responsibilities:


Must have skills:
Nice to have skills:",4.4,"TEAM International
4.4",Colombia,-1,201 to 500 Employees,1991,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Salesforce.com Data Integration Engineer,-1,"Title: Salesforce.com Data Integration Engineer

Location: MA or Remote

Kuebix, a Trimble Company, provides a disruptive SaaS TMS built on the latest cloud technology that is changing the way companies purchase and manage freight. Our business is growing rapidly, and we are looking for a Salesforce.com Data Integration Engineer to join our Business Intelligence Team.

In this role, you will be part of a team tasked with selecting, configuring and deploying systems across the company that provide the data, insight and efficiency required for the business to compete and excel. Kuebix leverages the Salesforce.com CRM solution for prospect, client and partner management. This position is focused on establishing and maintaining integration touchpoints from the Salesforce.com CRM to systems across the company. Example integration touchpoints include pushing client provisioning information from the CRM to the Kuebix TMS Product, real time updates of customer account information from the product to the CRM, Pendo in product user tracking, Salesforce/Netsuite integration via Celigo, Integration with Domo Business Analytics, Etc.

This position will involve establishing and maintaining integration hooks between the CRM and our product. As such, candidates for this position will be working closely with our product development team. The candidate should have a working knowledge of java and web programming tools and have experience with Git version control and source code management processes.

Responsibilities include but are not limited to:
• Design, deploy and support efficient data flows between Salesforce.com and other systems including the Kuebix TMS Product, BI Tools and accounting solutions.
• Integrate Salesforce.com with software services and data visualization and reporting solutions.
• Work closely with the product, engineering, sales, marketing and finance teams to understand their needs and provide solutions.
• Develop process support documentation.
• Evaluate potential systems and solutions
• Identify and recommend appropriate continuous improvement opportunities.


• Bachelor's degree in technical or business discipline or equivalent experience. Generally 3+ years of professional experience
• Experience integrating Salesforce.com with other solutions
• Experience in Java and web programming tools.
• Experience in agile methodologies.
• Experience with version control and release processes such as GIT
• Ability to work independently and across teams
• Desire to work in a fast pace team environment
• Excellent organizational, analytical and communication skills

The following experience / capabilities are a plus:
• Salesforce.com Development Experience (Apex)
• Knowledge of Logistics Industry; Enterprise Supply Chain Software and transportation systems.
• Experience using BI tools, performing data mining and data analysis

About Kuebix:

Kuebix provides a disruptive SaaS TMS built on the latest cloud technology that is changing how companies purchase and manage freight. Kuebix is the right logistics solution for businesses of all sizes. With headquarters at Mill & Main Place in Maynard, MA, Kuebix is a well-funded, high growth technology company poised to change the logistics industry. For more information, visit www.kuebix.com.

Trimble Inc. is proud to be an Equal Opportunity and Affirmative Action Employer and considers qualified applicants for employment without regard to race, gender, age, color, religion, national origin, marital status, disability, sexual orientation, status as a covered veteran in accordance with applicable federal, state and local laws, or any other protected factor. EOE/M/F/V/D",4.0,"Trimble
4.0",Colombia,-1,10000+ Employees,1978,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
Design Engineer,-1,"Pacesetting. Passionate. Together. 自 1899 年起，HELLA 作为全球排名前 位的汽车供应商之一，通过创新的照明系统和汽车电子技术树立了行业标杆。此外，公司是零件市场和私营修理车间最重要的合作伙伴之一。我们的动力是塑造面向未来的机动性和培育中心市场趋势，如自动驾驶、能效、电气化、连通性、数字化以及个性化。每天，全世界有超过 36,000 名员工凭借专业知识和创新能力满怀热情地为此而奋斗。

Pacesetting. Passionate. Together. Since 1899, HELLA, one of the leading automotive suppliers worldwide, has shaped the industry with innovative lighting systems and vehicle electronics. In addition, the company is one of the most important partners of the aftermarket and independent workshops. What motivates us: Shaping the mobility of tomorrow and fostering the central market trends such as autonomous driving, efficiency and electrification, connectivity and digitization as well as individualization. Every day, 36,000 employees worldwide are committed to this with passion, know-how and innovative strength.",3.9,"Hella
3.9",Kilómetro 96,-1,10000+ Employees,1899,Company - Private,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),-1
Senior Data Pipeline Engineer,-1,"Company Overview

At SproutLoud our people and culture are central to our success. Youll find an environment that is 100% jerk free, where people share the values of putting clients first, being accountable, caring about your team and the quality of your work, inspiring others, and growing in your level of expertise and professional development. Perhaps that's why for two years running (in both 2018 and 2019), we are ranked among the Top Work Places by the Sun Sentinel.

SproutLoud is a Software plus Services platform that services the local marketing needs of large organizations. Called Through-Channel Marketing Automation (TCMA), we help our clients manage their brands and distribute their marketing resources locally - through sales channels, franchisees, chain-retail locations, dealer networks, value-added reseller (VAR) programs, and field employees/offices - with a comprehensive distributed marketing solution. SproutLoud solutions manage brand compliance, increase speed to market, automate manual tasks, and provide robust reporting and business intelligence.

Identified by Forrester Research in 2018 as the Third Stage for sales and marketing leaders, SproutLoud is on the forefront of the TCMA industry. We need a great team to help us execute - so come join us!



SproutLoud offers business intelligence and insights on marketing tactics executed though its platform. The BI & Analytics product is responsible for aggregating and processing large amounts of data per day for some of todays most well-known brands.

The person in this role will be part of our BI & Analytics team where he/she will closely collaborate with stakeholders, product team, engineering and clients on expanding, maturing, and maintaining the SproutLouds BI & Analytics Product. The Data Pipeline Engineer will be responsible for designing, developing, testing and deploying end-to-end data solutions to support analytical reports and dashboards, as well as maintaining and optimizing our infrastructure.

The Data Pipeline Engineer is someone who is comfortable using cloud native technologies to build and manage complex data pipelines, as well as develop and maintain the services/components behind them. In this role, you will be developing efficient data pipelines to ingest, transform and enrich data from disparate data sources. You will be responsible to efficiently story this data and make it available through analytical reports and dashboards to SproutLouds users.

Not required but would be a plus:


At SproutLoud, we continue to cultivate an environment that aspires to be one of the best places to work - period. SproutLoud pays the full cost of some benefit programs with our team members. Benefits include health-care coverage (Poliza de Seguro Sura), transportation/parking benefit, maternity and paternity benefits, professional development, generous paid time off (PTO) policy, employee and client referral programs, and wellness initiatives. We also have fun along the way - a partially paid gym membership, community involvement events, creative recognition programs, breakfast Fridays, BBQ/picnic summers, annual kick off events, monthly happy hours/team building activities, casual dress code, etc. And because we believe in keeping the innovative spirit alive over the long haul, we provide a paid four-week sabbatical leave after every sixth year of service for team members to recharge, renew and reboot.

Having a career at SproutLoud means you are on a team that helps each other win. You will be in an environment that is 100% jerk-free, and share values with others who are accountable, care, inspire, elevate and grow. Come grow with SproutLoud!

Powered by JazzHR",3.9,"SproutLoud
3.9",Medellín,-1,51 to 200 Employees,2005,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),-1
Data Analyst Intern,-1,"If you are a current Motorola Solutions employee, please click this link to apply through your Workday account.

Company Overview


At Motorola Solutions, we create technologies our customers refer to as their lifeline. Our technology platforms in communications, software, video and services help our customers work safely and more efficiently. Whether it’s helping firefighters see through smoke, enabling police officers to see around street corners, or reliably keeping the lights on in homes and businesses around the world, our work supports those who put their lives on the line to keep us safe. Bring your passion, potential and talents to Motorola Solutions, and help us usher in a new era in public safety and security.


Motorola Solutions Colombia



None

None

Intern
No",4.1,"Motorola Solutions
4.1",Bogotá,-1,10000+ Employees,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),-1
Senior Data Engineer,-1,"Digital
Senior Data Engineer - QuantumBlack

Bogota
Santiago

Apply Now

Qualifications




























































Apply Now",4.4,"QuantumBlack
4.4",Bogotá,-1,501 to 1000 Employees,2009,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Data Scientist Sr,-1,"Data Scientist Expert
Liderar el desarrollo de productos o soluciones innovadoras y/o disruptivas tanto para Experian como para clientes externos desde el punto de vista técnico pero con la visión del impacto en el negocio de las soluciones
Liderar la toma de decisiones en proyectos analíticos en función a las necesidades del proyecto y requerimientos técnicos
Utilizar data mining, machine learning e inteligencia artificial usando el estado del arte de estas prácticas
Utilizar técnicas de machine learning para seleccionar variables y características, construir y optimizar clasificadores
Desarrollar e implementar nuevas metodologías, algoritmos y modelos que mejorarán la forma en que aprovechamos nuestros datos.",4.1,"Experian
4.1",Bogotá,-1,10000+ Employees,1980,Company - Public,Financial Analytics & Research,Finance,$2 to $5 billion (USD),-1
Technical Support Engineer 2,-1,"Position Overview:

LiveVox is a pre-IPO, high growth, leading provider of enterprise cloud contact and customer engagement center solutions, managing 12+ billion interactions annually. We have recently positioned our product line as the best solution for a $25 Billion market, where customers demand a cloud-based, omni-channel customer care platform with fully integrated Data Analytics and easy integration with any CRM or System of Record. To learn more, visit LiveVox.com

The Technical Support Engineer -2 will be part of a newly formed and growing Frontline Technical Support group, whose primary charter and focus is to support Frontline issues and escalations from the Frontline Technical Support Representatives. The candidate should be a person who takes a proactive stance with issues and addresses them before they become a problem for the customer, while simultaneously handling reactive support cases in a fast-paced environment where escalations sometimes require immediate attention. The incumbent should also seek new ways to resolve issues and to address them at the root cause such that, they don’t occur again. This position requires active collaboration with the Frontline and Backline Technical Support team members and reports directly to the Frontline Manager. The successful candidate should have worked in a support organization for a software-as-a-service (SaaS) or application service provider (ASP) based company.

LiveVox is proud to be an equal opportunity workplace and an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We consider qualified applicants regardless of criminal histories, consistent with legal requirements. If you have a disability or special need that requires accommodation, please let us know. We're always looking to bring smart, talented people with diverse backgrounds, interests and experiences to join our team.",4.0,"LiveVox
4.0",Medellín,-1,501 to 1000 Employees,2000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),-1
Database Administrator,-1,"A professional Database Administrator (DBA) will keep the database up and running smoothly 24/7. The goal is to provide a seamless flow of information throughout the company, considering both backend data structure and frontend accessibility for end-users

Requirements
Advanced English communication skills
3+ years of experience administering SQL Server databases and database engine operations.
Sound knowledge of RDBMS concepts, database architecture and SQL/T-SQL.
Proficient with SQL server profiler for monitoring and troubleshooting database activity and performance.
(Optional/Plus) Knowledge of other databases like MySQL, No SQL databases and In-memory databases and vendor certifications will be an advantage.

(Optional/Plus) Experience administering SQL Server Integration Services (SSIS), SQL Server Reporting Services (SSRS) and SQL Server Analysis Services (SSAS).



Being a part of TEAM International gives you the chance to work on challenging projects with great professionals, international clients, and the latest technologies.

We have a great benefits package that includes: English lessons, Private Health Insurance, 20+ Vacation days. Gym Bonus, Education allowance, etc.

You will join a great working environment, with chill spaces, you can enjoy our beer Fridays, play station, board games and free snacks at the office, we are in an amazing location at El Poblado’s Milla de Oro Building.",4.4,"TEAM International
4.4",Medellín,-1,201 to 500 Employees,1991,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
AWS Data Engineer,-1,"About 10Pearls

10Pearls is an end-to-end digital technology services partner that helps businesses with innovative product development, digitalization of existing business processes, modernization and acceleration through augmentation of existing teams. We leverage our deep understanding of the latest technologies and the nuances of the digital landscape in your specific industry to drive company growth, no matter where you are on your digital journey.

10Pearls is proud to have a diverse clientele including large enterprises, SMBs, and high growth startups. We work with clients across industries, including but not limited to healthcare/life sciences, energy, communications/media, financial services, technology and education. Our many long-term, successful partnerships are built upon trust, integrity, and successful delivery and execution. To learn more, visit our website.



We are looking for a "" AWS Data Engineer. Ideal candidate should have a Bachelors degree in Computer Science with 2 3 years programming experience on AWS, strong object--oriented programming skills with expertise in developing.

Must have a good English



Lake Formation
Glue & Glue Data Catalog

Cloud Development kit
AWS Kinesis
Java or Javascript preferred Python is acceptable.
In addition to AWS Technologies, the engineer should understand Batch and Stream
processing architectures as they feed a data lake. Exposure to different file formats used in
data lakes would be beneficial to the initial setup.
Additional supporting skills include databases and SaaS providers, including:
Mongo DB
Elastic Search
Postgres, Oracle, MySQL
Heap & Google Analytics
Salesforce

Powered by JazzHR",4.6,"10Pearls
4.6",Medellín,-1,201 to 500 Employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
